type,id,topicId,text_de,text_en,answer0_de,answer0_en,answer1_de,answer1_en,answer2_de,answer2_en,answer3_de,answer3_en,explanation_de,explanation_en
general,"Q205","history_responsibility","Mit dem Beitritt der DDR zur Bundesrepublik Deutschland gehören die neuen Bundesländer nun auch …","Mit dem Beitritt der DDR zur Bundesrepublik Deutschland gehören die neuen Bundesländer nun auch …","zur Europäischen Union.","zur Europäischen Union.","zum Warschauer Pakt.","zum Warschauer Pakt.","zur OPEC.","zur OPEC.","zur Europäischen Verteidigungsgemeinschaft.","zur Europäischen Verteidigungsgemeinschaft.","Mit dem Beitritt zur Bundesrepublik sind die neuen Länder automatisch Teil der EU geworden.","Mit dem Beitritt zur Bundesrepublik sind die neuen Länder automatisch Teil der EU geworden."
general,"Q206","history_responsibility","Woran erinnern die sogenannten „Stolpersteine“ in Deutschland?","Woran erinnern die sogenannten „Stolpersteine“ in Deutschland?","an berühmte deutsche Politikerinnen und Politiker","an berühmte deutsche Politikerinnen und Politiker","an die Opfer des Nationalsozialismus","an die Opfer des Nationalsozialismus","an Verkehrstote","an Verkehrstote","an bekannte jüdische Musiker","an bekannte jüdische Musiker","Stolpersteine erinnern an Opfer der nationalsozialistischen Verfolgung vor deren letzten Wohnorten.","Stolpersteine erinnern an Opfer der nationalsozialistischen Verfolgung vor deren letzten Wohnorten."
general,"Q207","history_responsibility","In welchem Militärbündnis war die DDR Mitglied?","In welchem Militärbündnis war die DDR Mitglied?","in der NATO","in der NATO","im Rheinbund","im Rheinbund","im Warschauer Pakt","im Warschauer Pakt","im Europabündnis","im Europabündnis","Die DDR war Teil des Warschauer Pakts, dem östlichen Militärbündnis im Kalten Krieg.","Die DDR war Teil des Warschauer Pakts, dem östlichen Militärbündnis im Kalten Krieg."
general,"Q208","history_responsibility","Was war die „Stasi“?","Was war die „Stasi“?","der Geheimdienst im „Dritten Reich“","der Geheimdienst im „Dritten Reich“","eine berühmte deutsche Gedenkstätte","eine berühmte deutsche Gedenkstätte","der Geheimdienst der DDR","der Geheimdienst der DDR","ein deutscher Sportverein während des Zweiten Weltkrieges","ein deutscher Sportverein während des Zweiten Weltkrieges","Die Stasi war der Inlandsgeheimdienst der DDR und überwachte Bürgerinnen und Bürger.","Die Stasi war der Inlandsgeheimdienst der DDR und überwachte Bürgerinnen und Bürger."
general,"Q209","history_responsibility","Welches war das Wappen der Deutschen Demokratischen Republik?","Welches war das Wappen der Deutschen Demokratischen Republik?","Bild 1","Bild 1","Bild 2","Bild 2","Bild 3","Bild 3","Bild 4","Bild 4","Das Wappen der DDR zeigte Hammer, Zirkel und Ährenkranz als Symbole der Arbeiter, Bauern und Intelligenz.","Das Wappen der DDR zeigte Hammer, Zirkel und Ährenkranz als Symbole der Arbeiter, Bauern und Intelligenz."
general,"Q210","history_responsibility","Was ereignete sich am 17. Juni 1953 in der DDR?","Was ereignete sich am 17. Juni 1953 in der DDR?","der feierliche Beitritt zum Warschauer Pakt","der feierliche Beitritt zum Warschauer Pakt","landesweite Streiks und ein Volksaufstand","landesweite Streiks und ein Volksaufstand","der 1. SED-Parteitag","der 1. SED-Parteitag","der erste Besuch Fidel Castros","der erste Besuch Fidel Castros","Am 17. Juni 1953 kam es in der DDR zu einem Volksaufstand gegen das SED-Regime.","Am 17. Juni 1953 kam es in der DDR zu einem Volksaufstand gegen das SED-Regime."
general,"Q211","history_responsibility","Welcher Politiker steht für die „Ostverträge“?","Welcher Politiker steht für die „Ostverträge“?","Helmut Kohl","Helmut Kohl","Willy Brandt","Willy Brandt","Michail Gorbatschow","Michail Gorbatschow","Ludwig Erhard","Ludwig Erhard","Willy Brandt schloss Anfang der 1970er Jahre die Ostverträge zur Entspannung mit dem Osten.","Willy Brandt schloss Anfang der 1970er Jahre die Ostverträge zur Entspannung mit dem Osten."
general,"Q212","democracy","Wie heißt Deutschland mit vollem Namen?","Wie heißt Deutschland mit vollem Namen?","Bundesstaat Deutschland","Bundesstaat Deutschland","Bundesländer Deutschland","Bundesländer Deutschland","Bundesrepublik Deutschland","Bundesrepublik Deutschland","Bundesbezirk Deutschland","Bundesbezirk Deutschland","Der offizielle Staatsname lautet Bundesrepublik Deutschland.","Der offizielle Staatsname lautet Bundesrepublik Deutschland."
general,"Q213","people_society","Wie viele Einwohner hat Deutschland?","Wie viele Einwohner hat Deutschland?","70 Millionen","70 Millionen","78 Millionen","78 Millionen","84 Millionen","84 Millionen","90 Millionen","90 Millionen","Deutschland hat etwa 84 Millionen Einwohner (Stand 2024).","Deutschland hat etwa 84 Millionen Einwohner (Stand 2024)."
general,"Q214","history_responsibility","Welche Farben hat die deutsche Flagge?","Welche Farben hat die deutsche Flagge?","schwarz-rot-gold","schwarz-rot-gold","rot-weiß-schwarz","rot-weiß-schwarz","schwarz-rot-grün","schwarz-rot-grün","schwarz-gelb-rot","schwarz-gelb-rot","Die Farben Schwarz-Rot-Gold symbolisieren die demokratische Tradition Deutschlands.","Die Farben Schwarz-Rot-Gold symbolisieren die demokratische Tradition Deutschlands."
general,"Q215","history_responsibility","Wer wird als „Kanzler der Deutschen Einheit“ bezeichnet?","Wer wird als „Kanzler der Deutschen Einheit“ bezeichnet?","Gerhard Schröder","Gerhard Schröder","Helmut Kohl","Helmut Kohl","Konrad Adenauer","Konrad Adenauer","Helmut Schmidt","Helmut Schmidt","Helmut Kohl führte die deutsche Wiedervereinigung 1990 maßgeblich herbei.","Helmut Kohl führte die deutsche Wiedervereinigung 1990 maßgeblich herbei."
general,"Q216","democracy","Welches Symbol ist im Plenarsaal des Deutschen Bundestages zu sehen?","Welches Symbol ist im Plenarsaal des Deutschen Bundestages zu sehen?","der Bundesadler","der Bundesadler","die Fahne der Stadt Berlin","die Fahne der Stadt Berlin","der Reichsadler","der Reichsadler","die Reichskrone","die Reichskrone","Der Bundesadler ist das Hoheitszeichen der Bundesrepublik und Symbol im Bundestag.","Der Bundesadler ist das Hoheitszeichen der Bundesrepublik und Symbol im Bundestag."
general,"Q217","history_responsibility","In welchem Zeitraum gab es die Deutsche Demokratische Republik (DDR)?","In welchem Zeitraum gab es die Deutsche Demokratische Republik (DDR)?","1919 bis 1927","1919 bis 1927","1933 bis 1945","1933 bis 1945","1945 bis 1961","1945 bis 1961","1949 bis 1990","1949 bis 1990","Die DDR bestand von 1949 bis 1990.","Die DDR bestand von 1949 bis 1990."
general,"Q218","history_responsibility","Wie viele Bundesländer kamen bei der Wiedervereinigung 1990 zur Bundesrepublik Deutschland hinzu?","Wie viele Bundesländer kamen bei der Wiedervereinigung 1990 zur Bundesrepublik Deutschland hinzu?","4","4","5","5","6","6","7","7","1990 traten fünf neue Länder - Brandenburg, Mecklenburg-Vorpommern, Sachsen, Sachsen-Anhalt und Thüringen - bei.","1990 traten fünf neue Länder - Brandenburg, Mecklenburg-Vorpommern, Sachsen, Sachsen-Anhalt und Thüringen - bei."
general,"Q219","history_responsibility","Die Bundesrepublik Deutschland hat die Grenzen von heute seit …","Die Bundesrepublik Deutschland hat die Grenzen von heute seit …","1933","1933","1949","1949","1971","1971","1990","1990","Seit der Wiedervereinigung 1990 bestehen die heutigen Grenzen Deutschlands.","Seit der Wiedervereinigung 1990 bestehen die heutigen Grenzen Deutschlands."
general,"Q220","history_responsibility","Der 27. Januar ist in Deutschland ein offizieller Gedenktag. Woran erinnert dieser Tag?","Der 27. Januar ist in Deutschland ein offizieller Gedenktag. Woran erinnert dieser Tag?","an das Ende des Zweiten Weltkrieges","an das Ende des Zweiten Weltkrieges","an die Verabschiedung des Grundgesetzes","an die Verabschiedung des Grundgesetzes","an die Wiedervereinigung Deutschlands","an die Wiedervereinigung Deutschlands","an die Opfer des Nationalsozialismus (Tag der Befreiung des Vernichtungslagers Auschwitz)","an die Opfer des Nationalsozialismus (Tag der Befreiung des Vernichtungslagers Auschwitz)","Der 27. Januar erinnert an die Befreiung des Konzentrationslagers Auschwitz 1945.","Der 27. Januar erinnert an die Befreiung des Konzentrationslagers Auschwitz 1945."
general,"Q221","people_society","Deutschland ist Mitglied des Schengener Abkommens. Was bedeutet das?","Deutschland ist Mitglied des Schengener Abkommens. Was bedeutet das?","Deutsche können in viele Länder Europas ohne Passkontrolle reisen.","Deutsche können in viele Länder Europas ohne Passkontrolle reisen.","Alle Menschen können ohne Personenkontrolle in Deutschland einreisen.","Alle Menschen können ohne Personenkontrolle in Deutschland einreisen.","Deutsche können ohne Passkontrolle in jedes Land reisen.","Deutsche können ohne Passkontrolle in jedes Land reisen.","Deutsche können in jedem Land mit dem Euro bezahlen.","Deutsche können in jedem Land mit dem Euro bezahlen.","Das Schengener Abkommen ermöglicht Reisen ohne Grenzkontrollen zwischen Mitgliedstaaten.","Das Schengener Abkommen ermöglicht Reisen ohne Grenzkontrollen zwischen Mitgliedstaaten."
general,"Q222","people_society","Welches Land ist ein Nachbarland von Deutschland?","Welches Land ist ein Nachbarland von Deutschland?","Ungarn","Ungarn","Portugal","Portugal","Spanien","Spanien","Schweiz","Schweiz","Die Schweiz grenzt im Süden an Deutschland.","Die Schweiz grenzt im Süden an Deutschland."
general,"Q223","people_society","Welches Land ist ein Nachbarland von Deutschland?","Welches Land ist ein Nachbarland von Deutschland?","Rumänien","Rumänien","Bulgarien","Bulgarien","Polen","Polen","Griechenland","Griechenland","Polen liegt östlich von Deutschland und ist eines seiner Nachbarländer.","Polen liegt östlich von Deutschland und ist eines seiner Nachbarländer."
general,"Q224","democracy","Was bedeutet die Abkürzung EU?","Was bedeutet die Abkürzung EU?","Europäische Unternehmen","Europäische Unternehmen","Europäische Union","Europäische Union","Einheitliche Union","Einheitliche Union","Euro Union","Euro Union","EU steht für Europäische Union, den Zusammenschluss europäischer Staaten.","EU steht für Europäische Union, den Zusammenschluss europäischer Staaten."
general,"Q225","people_society","In welchem anderen Land gibt es eine große deutschsprachige Bevölkerung?","In welchem anderen Land gibt es eine große deutschsprachige Bevölkerung?","Tschechien","Tschechien","Norwegen","Norwegen","Spanien","Spanien","Österreich","Österreich","In Österreich ist Deutsch die Amtssprache und Hauptsprache der Bevölkerung.","In Österreich ist Deutsch die Amtssprache und Hauptsprache der Bevölkerung."
general,"Q226","democracy","Welche ist die Flagge der Europäischen Union?","Welche ist die Flagge der Europäischen Union?","Bild 1","Bild 1","Bild 2","Bild 2","Bild 3","Bild 3","Bild 4","Bild 4","Die Flagge der EU ist blau mit einem Kreis aus zwölf goldenen Sternen.","Die Flagge der EU ist blau mit einem Kreis aus zwölf goldenen Sternen."
general,"Q227","people_society","Welches Land ist ein Nachbarland von Deutschland?","Welches Land ist ein Nachbarland von Deutschland?","Finnland","Finnland","Dänemark","Dänemark","Norwegen","Norwegen","Schweden","Schweden","Dänemark grenzt im Norden an Deutschland.","Dänemark grenzt im Norden an Deutschland."
general,"Q228","history_responsibility","Wie wird der Beitritt der DDR zur Bundesrepublik Deutschland im Jahr 1990 allgemein genannt?","Wie wird der Beitritt der DDR zur Bundesrepublik Deutschland im Jahr 1990 allgemein genannt?","NATO-Osterweiterung","NATO-Osterweiterung","EU-Osterweiterung","EU-Osterweiterung","Deutsche Wiedervereinigung","Deutsche Wiedervereinigung","Europäische Gemeinschaft","Europäische Gemeinschaft","Der Zusammenschluss 1990 wird als Deutsche Wiedervereinigung bezeichnet.","Der Zusammenschluss 1990 wird als Deutsche Wiedervereinigung bezeichnet."
general,"Q229","people_society","Welches Land ist ein Nachbarland von Deutschland?","Welches Land ist ein Nachbarland von Deutschland?","Spanien","Spanien","Bulgarien","Bulgarien","Norwegen","Norwegen","Luxemburg","Luxemburg","Luxemburg liegt im Westen und grenzt an Deutschland.","Luxemburg liegt im Westen und grenzt an Deutschland."
general,"Q230","democracy","Das Europäische Parlament wird regelmäßig gewählt, nämlich alle …","Das Europäische Parlament wird regelmäßig gewählt, nämlich alle …","5 Jahre.","5 Jahre.","6 Jahre.","6 Jahre.","7 Jahre.","7 Jahre.","8 Jahre.","8 Jahre.","Die Abgeordneten des Europäischen Parlaments werden alle fünf Jahre gewählt.","Die Abgeordneten des Europäischen Parlaments werden alle fünf Jahre gewählt."
general,"Q231","democracy","Was bedeutet der Begriff 'europäische Integration'?","Was bedeutet der Begriff 'europäische Integration'?","Damit sind amerikanische Einwanderinnen und Einwanderer in Europa gemeint.","Damit sind amerikanische Einwanderinnen und Einwanderer in Europa gemeint.","Der Begriff meint den Einwanderungsstopp nach Europa.","Der Begriff meint den Einwanderungsstopp nach Europa.","Damit sind europäische Auswanderinnen und Auswanderer in den USA gemeint.","Damit sind europäische Auswanderinnen und Auswanderer in den USA gemeint.","Der Begriff meint den Zusammenschluss europäischer Staaten zur EU.","Der Begriff meint den Zusammenschluss europäischer Staaten zur EU.","Europäische Integration bezeichnet die politische und wirtschaftliche Vereinigung europäischer Staaten.","Europäische Integration bezeichnet die politische und wirtschaftliche Vereinigung europäischer Staaten."
general,"Q232","democracy","Wer wird bei der Europawahl gewählt?","Wer wird bei der Europawahl gewählt?","die Europäische Kommission","die Europäische Kommission","die Länder, die in die EU eintreten dürfen","die Länder, die in die EU eintreten dürfen","die Abgeordneten des Europäischen Parlaments","die Abgeordneten des Europäischen Parlaments","die europäische Verfassung","die europäische Verfassung","Bei der Europawahl wählen Bürgerinnen und Bürger die Abgeordneten des Europäischen Parlaments.","Bei der Europawahl wählen Bürgerinnen und Bürger die Abgeordneten des Europäischen Parlaments."
general,"Q233","people_society","Welches Land ist ein Nachbarland von Deutschland?","Welches Land ist ein Nachbarland von Deutschland?","Tschechien","Tschechien","Bulgarien","Bulgarien","Griechenland","Griechenland","Portugal","Portugal","Tschechien grenzt östlich an Deutschland.","Tschechien grenzt östlich an Deutschland."
general,"Q234","democracy","Wo ist ein Sitz des Europäischen Parlaments?","Wo ist ein Sitz des Europäischen Parlaments?","London","London","Paris","Paris","Berlin","Berlin","Straßburg","Straßburg","Das Europäische Parlament tagt unter anderem in Straßburg.","Das Europäische Parlament tagt unter anderem in Straßburg."
general,"Q235","history_responsibility","Der damalige französische Staatspräsident François Mitterrand und der damalige deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?","Der damalige französische Staatspräsident François Mitterrand und der damalige deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?","Freundschaft zwischen England und Deutschland","Freundschaft zwischen England und Deutschland","Reisefreiheit in alle Länder der EU","Reisefreiheit in alle Länder der EU","Frieden und Sicherheit in den Ländern der EU","Frieden und Sicherheit in den Ländern der EU","einheitliche Feiertage in den Ländern der EU","einheitliche Feiertage in den Ländern der EU","Das Treffen symbolisiert die deutsch-französische Freundschaft und das Friedensziel der EU.","Das Treffen symbolisiert die deutsch-französische Freundschaft und das Friedensziel der EU."
general,"Q236","democracy","Wie viele Mitgliedstaaten hat die EU heute?","Wie viele Mitgliedstaaten hat die EU heute?","21","21","23","23","25","25","27","27","Die Europäische Union besteht derzeit aus 27 Mitgliedstaaten.","Die Europäische Union besteht derzeit aus 27 Mitgliedstaaten."
general,"Q237","history_responsibility","2007 wurde das 50-jährige Jubiläum der 'Römischen Verträge' gefeiert. Was war der Inhalt der Verträge?","2007 wurde das 50-jährige Jubiläum der 'Römischen Verträge' gefeiert. Was war der Inhalt der Verträge?","Beitritt Deutschlands zur NATO","Beitritt Deutschlands zur NATO","Gründung der Europäischen Wirtschaftsgemeinschaft (EWG)","Gründung der Europäischen Wirtschaftsgemeinschaft (EWG)","Verpflichtung Deutschlands zu Reparationsleistungen","Verpflichtung Deutschlands zu Reparationsleistungen","Festlegung der Oder-Neiße-Linie als Ostgrenze","Festlegung der Oder-Neiße-Linie als Ostgrenze","Die Römischen Verträge von 1957 gründeten die Europäische Wirtschaftsgemeinschaft.","Die Römischen Verträge von 1957 gründeten die Europäische Wirtschaftsgemeinschaft."
general,"Q238","democracy","An welchen Orten arbeitet das Europäische Parlament?","An welchen Orten arbeitet das Europäische Parlament?","Paris, London und Den Haag","Paris, London und Den Haag","Straßburg, Luxemburg und Brüssel","Straßburg, Luxemburg und Brüssel","Rom, Bern und Wien","Rom, Bern und Wien","Bonn, Zürich und Mailand","Bonn, Zürich und Mailand","Das Parlament arbeitet in Straßburg, Luxemburg und Brüssel.","Das Parlament arbeitet in Straßburg, Luxemburg und Brüssel."
general,"Q239","history_responsibility","Durch welche Verträge schloss sich die Bundesrepublik Deutschland mit anderen Staaten zur Europäischen Wirtschaftsgemeinschaft zusammen?","Durch welche Verträge schloss sich die Bundesrepublik Deutschland mit anderen Staaten zur Europäischen Wirtschaftsgemeinschaft zusammen?","durch die 'Hamburger Verträge'","durch die 'Hamburger Verträge'","durch die 'Römischen Verträge'","durch die 'Römischen Verträge'","durch die 'Pariser Verträge'","durch die 'Pariser Verträge'","durch die 'Londoner Verträge'","durch die 'Londoner Verträge'","Die Römischen Verträge von 1957 bildeten die Grundlage der Europäischen Wirtschaftsgemeinschaft.","Die Römischen Verträge von 1957 bildeten die Grundlage der Europäischen Wirtschaftsgemeinschaft."
general,"Q240","democracy","Seit wann bezahlt man in Deutschland mit dem Euro in bar?","Seit wann bezahlt man in Deutschland mit dem Euro in bar?","1995","1995","1998","1998","2002","2002","2005","2005","Der Euro wurde am 1. Januar 2002 als Bargeld eingeführt.","Der Euro wurde am 1. Januar 2002 als Bargeld eingeführt."
general,"Q241","people_society","Frau Seger bekommt ein Kind. Was muss sie tun, um Elterngeld zu erhalten?","Frau Seger bekommt ein Kind. Was muss sie tun, um Elterngeld zu erhalten?","Sie muss an ihre Krankenkasse schreiben.","Sie muss an ihre Krankenkasse schreiben.","Sie muss einen Antrag bei der Elterngeldstelle stellen.","Sie muss einen Antrag bei der Elterngeldstelle stellen.","Sie muss nichts tun, denn sie bekommt automatisch Elterngeld.","Sie muss nichts tun, denn sie bekommt automatisch Elterngeld.","Sie muss das Arbeitsamt um Erlaubnis bitten.","Sie muss das Arbeitsamt um Erlaubnis bitten.","Elterngeld wird nur nach Antrag bei der zuständigen Elterngeldstelle gewährt.","Elterngeld wird nur nach Antrag bei der zuständigen Elterngeldstelle gewährt."
general,"Q242","people_society","Wer entscheidet, ob ein Kind in Deutschland in den Kindergarten geht?","Wer entscheidet, ob ein Kind in Deutschland in den Kindergarten geht?","der Staat","der Staat","die Bundesländer","die Bundesländer","die Eltern/die Erziehungsberechtigten","die Eltern/die Erziehungsberechtigten","die Schulen","die Schulen","Der Kindergartenbesuch ist freiwillig, die Eltern entscheiden darüber.","Der Kindergartenbesuch ist freiwillig, die Eltern entscheiden darüber."
general,"Q243","democracy","Maik und Sybille wollen mit Freunden an ihrem deutschen Wohnort eine Demonstration auf der Straße abhalten. Was müssen sie vorher tun?","Maik und Sybille wollen mit Freunden an ihrem deutschen Wohnort eine Demonstration auf der Straße abhalten. Was müssen sie vorher tun?","Sie müssen die Demonstration anmelden.","Sie müssen die Demonstration anmelden.","Sie müssen nichts tun. Man darf in Deutschland jederzeit überall demonstrieren.","Sie müssen nichts tun. Man darf in Deutschland jederzeit überall demonstrieren.","Sie können gar nichts tun, denn Demonstrationen sind in Deutschland grundsätzlich verboten.","Sie können gar nichts tun, denn Demonstrationen sind in Deutschland grundsätzlich verboten.","Maik und Sybille müssen einen neuen Verein gründen, weil nur Vereine demonstrieren dürfen.","Maik und Sybille müssen einen neuen Verein gründen, weil nur Vereine demonstrieren dürfen.","Demonstrationen müssen bei der zuständigen Behörde angemeldet werden.","Demonstrationen müssen bei der zuständigen Behörde angemeldet werden."
general,"Q244","people_society","Welchen Schulabschluss braucht man normalerweise, um an einer Universität in Deutschland ein Studium zu beginnen?","Welchen Schulabschluss braucht man normalerweise, um an einer Universität in Deutschland ein Studium zu beginnen?","das Abitur","das Abitur","ein Diplom","ein Diplom","die Prokura","die Prokura","eine Gesellenprüfung","eine Gesellenprüfung","Für ein Studium an einer Universität ist in der Regel das Abitur erforderlich.","Für ein Studium an einer Universität ist in der Regel das Abitur erforderlich."
general,"Q245","people_society","Wer darf in Deutschland nicht als Paar zusammenleben?","Wer darf in Deutschland nicht als Paar zusammenleben?","Hans (20 Jahre) und Marie (19 Jahre)","Hans (20 Jahre) und Marie (19 Jahre)","Tom (20 Jahre) und Klaus (45 Jahre)","Tom (20 Jahre) und Klaus (45 Jahre)","Sofie (35 Jahre) und Lisa (40 Jahre)","Sofie (35 Jahre) und Lisa (40 Jahre)","Anne (13 Jahre) und Tim (25 Jahre)","Anne (13 Jahre) und Tim (25 Jahre)","Kinder unter 16 Jahren dürfen keine sexuellen Beziehungen zu Erwachsenen führen; das ist gesetzlich verboten.","Kinder unter 16 Jahren dürfen keine sexuellen Beziehungen zu Erwachsenen führen; das ist gesetzlich verboten."
general,"Q246","people_society","Ab welchem Alter ist man in Deutschland volljährig?","Ab welchem Alter ist man in Deutschland volljährig?","16","16","18","18","19","19","21","21","In Deutschland ist man ab 18 Jahren volljährig und gilt als rechtlich selbstständig.","In Deutschland ist man ab 18 Jahren volljährig und gilt als rechtlich selbstständig."
general,"Q247","people_society","Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?","Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?","Elternzeit","Elternzeit","Mutterschutz","Mutterschutz","Geburtsvorbereitung","Geburtsvorbereitung","Wochenbett","Wochenbett","Der Mutterschutz schützt Schwangere vor und nach der Geburt vor Kündigung und sichert Einkünfte.","Der Mutterschutz schützt Schwangere vor und nach der Geburt vor Kündigung und sichert Einkünfte."
general,"Q248","people_society","Die Erziehung der Kinder ist in Deutschland vor allem Aufgabe …","Die Erziehung der Kinder ist in Deutschland vor allem Aufgabe …","des Staates","des Staates","der Eltern","der Eltern","der Großeltern","der Großeltern","der Schulen","der Schulen","Laut Grundgesetz ist die Erziehung der Kinder das natürliche Recht der Eltern.","Laut Grundgesetz ist die Erziehung der Kinder das natürliche Recht der Eltern."
general,"Q249","people_society","Wer ist in Deutschland hauptsächlich verantwortlich für die Kindererziehung?","Wer ist in Deutschland hauptsächlich verantwortlich für die Kindererziehung?","der Staat","der Staat","die Eltern","die Eltern","die Verwandten","die Verwandten","die Schulen","die Schulen","Die Eltern tragen die Hauptverantwortung für die Erziehung ihrer Kinder.","Die Eltern tragen die Hauptverantwortung für die Erziehung ihrer Kinder."
general,"Q250","people_society","In Deutschland hat man die besten Chancen auf einen gut bezahlten Arbeitsplatz, wenn man …","In Deutschland hat man die besten Chancen auf einen gut bezahlten Arbeitsplatz, wenn man …","katholisch ist","katholisch ist","gut ausgebildet ist","gut ausgebildet ist","eine Frau ist","eine Frau ist","Mitglied einer Partei ist","Mitglied einer Partei ist","Eine gute Ausbildung verbessert die Chancen auf einen gut bezahlten Arbeitsplatz.","Eine gute Ausbildung verbessert die Chancen auf einen gut bezahlten Arbeitsplatz."
general,"Q251","people_society","Wenn man in Deutschland ein Kind schlägt, …","Wenn man in Deutschland ein Kind schlägt, …","geht das niemanden etwas an.","geht das niemanden etwas an.","geht das nur die Familie etwas an.","geht das nur die Familie etwas an.","kann man dafür nicht bestraft werden.","kann man dafür nicht bestraft werden.","kann man dafür bestraft werden.","kann man dafür bestraft werden.","Körperliche Gewalt gegen Kinder ist verboten und strafbar.","Körperliche Gewalt gegen Kinder ist verboten und strafbar."
general,"Q252","people_society","In Deutschland …","In Deutschland …","darf man zur gleichen Zeit nur mit einer Partnerin/einem Partner verheiratet sein.","darf man zur gleichen Zeit nur mit einer Partnerin/einem Partner verheiratet sein.","kann man mehrere Ehepartnerinnen/Ehepartner gleichzeitig haben","kann man mehrere Ehepartnerinnen/Ehepartner gleichzeitig haben","darf man nicht wieder heiraten, wenn man einmal verheiratet war","darf man nicht wieder heiraten, wenn man einmal verheiratet war","darf eine Frau nicht wieder heiraten, wenn ihr Mann gestorben ist","darf eine Frau nicht wieder heiraten, wenn ihr Mann gestorben ist","In Deutschland gilt die Einehe, also nur eine Ehe gleichzeitig.","In Deutschland gilt die Einehe, also nur eine Ehe gleichzeitig."
general,"Q253","people_society","Wo müssen Sie sich anmelden, wenn Sie in Deutschland umziehen?","Wo müssen Sie sich anmelden, wenn Sie in Deutschland umziehen?","beim Einwohnermeldeamt","beim Einwohnermeldeamt","beim Standesamt","beim Standesamt","beim Ordnungsamt","beim Ordnungsamt","beim Gewerbeamt","beim Gewerbeamt","Beim Umzug ist die Anmeldung beim Einwohnermeldeamt Pflicht.","Beim Umzug ist die Anmeldung beim Einwohnermeldeamt Pflicht."
general,"Q254","people_society","In Deutschland dürfen Ehepaare sich scheiden lassen. Meistens müssen sie dazu das 'Trennungsjahr' einhalten. Was bedeutet das?","In Deutschland dürfen Ehepaare sich scheiden lassen. Meistens müssen sie dazu das 'Trennungsjahr' einhalten. Was bedeutet das?","Der Scheidungsprozess dauert ein Jahr.","Der Scheidungsprozess dauert ein Jahr.","Die Ehegatten sind ein Jahr verheiratet, dann ist die Scheidung möglich.","Die Ehegatten sind ein Jahr verheiratet, dann ist die Scheidung möglich.","Das Besuchsrecht für die Kinder gilt ein Jahr.","Das Besuchsrecht für die Kinder gilt ein Jahr.","Die Ehegatten führen mindestens ein Jahr getrennt ihr eigenes Leben. Danach ist die Scheidung möglich.","Die Ehegatten führen mindestens ein Jahr getrennt ihr eigenes Leben. Danach ist die Scheidung möglich.","Das Trennungsjahr soll sicherstellen, dass die Ehe wirklich beendet werden soll.","Das Trennungsjahr soll sicherstellen, dass die Ehe wirklich beendet werden soll."
general,"Q255","people_society","Bei Erziehungsproblemen können Eltern in Deutschland Hilfe erhalten vom …","Bei Erziehungsproblemen können Eltern in Deutschland Hilfe erhalten vom …","Ordnungsamt","Ordnungsamt","Schulamt","Schulamt","Jugendamt","Jugendamt","Gesundheitsamt","Gesundheitsamt","Das Jugendamt unterstützt Familien bei Erziehungsfragen.","Das Jugendamt unterstützt Familien bei Erziehungsfragen."
general,"Q256","people_society","Ein Ehepaar möchte in Deutschland ein Restaurant eröffnen. Was braucht es dazu unbedingt?","Ein Ehepaar möchte in Deutschland ein Restaurant eröffnen. Was braucht es dazu unbedingt?","eine Erlaubnis der Polizei","eine Erlaubnis der Polizei","eine Genehmigung einer Partei","eine Genehmigung einer Partei","eine Genehmigung des Einwohnermeldeamts","eine Genehmigung des Einwohnermeldeamts","eine Gaststättenerlaubnis von der zuständigen Behörde","eine Gaststättenerlaubnis von der zuständigen Behörde","Für den Betrieb einer Gaststätte ist eine Gaststättenerlaubnis erforderlich.","Für den Betrieb einer Gaststätte ist eine Gaststättenerlaubnis erforderlich."
general,"Q257","people_society","Eine erwachsene Frau möchte in Deutschland das Abitur nachholen. Das kann sie an …","Eine erwachsene Frau möchte in Deutschland das Abitur nachholen. Das kann sie an …","einer Hochschule","einer Hochschule","einem Abendgymnasium","einem Abendgymnasium","einer Hauptschule","einer Hauptschule","einer Privatuniversität","einer Privatuniversität","Das Abitur kann an einem Abendgymnasium nachgeholt werden.","Das Abitur kann an einem Abendgymnasium nachgeholt werden."
